Time	ABP	LCBFV	RCBFV
-78.0	0.06741172682284972	0.18847252344712695	0.27517512004222766
-77.6	0.15612652045881448	0.22425289055905262	0.3797988902533991
-77.2	0.2975677181095899	0.30227960101949103	0.5348273814464162
-76.8	0.4541929961230602	0.4632020968957975	0.6749354839281612
-76.4	0.6022759326594176	0.6679711927399019	0.7565171168849951
-76.0	0.728842978426972	0.8013077762099852	0.7904911443635148
-75.6	0.8286774149961178	0.8525246160394371	0.7932532794575793
-75.2	0.9016965055123313	0.8645043714857414	0.7785550675729707
-74.8	0.9508399671791976	0.8598370961519146	0.7580258117000445
-74.4	0.9804938551142541	0.8470398365378133	0.7374347912547523
-74.0	0.9954043304929681	0.8302348651987326	0.7177933645192041
-73.6	1.0	0.8115748712097703	0.6992973632418025
-73.2	0.9980295716085953	0.7925072036384493	0.6824464657402216
-72.8	0.9924249549652986	0.7740545216122952	0.6675972087402529
-72.4	0.9853119355764359	0.7569010744420872	0.654862583355325
-72.0	0.9781062734164401	0.7414681967296963	0.6442575184631183
-71.6	0.9716492296567552	0.7279459444132832	0.6357249330607351
-71.2	0.9663511315561246	0.71634606117629	0.6291211001101105
-70.8	0.9623236563673749	0.7065515895183108	0.6242288190771408
-70.4	0.9594907526201965	0.6983655231579231	0.6207884445794152
-70.0	0.9576746622991714	0.6915539470943162	0.6185268659722998
-69.6	0.9566577430203744	0.6858783926535055	0.6171803397500977
-69.2	0.9562231973496089	0.6811178868531669	0.6165152728855667
-68.8	0.9561788834733969	0.677080456419068	0.6163355409072122
-68.4	0.9563685425469809	0.6736079211252499	0.6164862932994803
-68.0	0.9566743894794315	0.6705754144600085	0.6168521971642091
-67.6	0.9570143460368283	0.6678885076217869	0.6173498264202397
-67.2	0.9573364377578013	0.6654769781769394	0.6179241491263183
-66.8	0.9576121506577112	0.6632907357205786	0.6185388676190628
-66.4	0.9578299177351507	0.6612940698683598	0.6191731985589564
-66.0	0.957989407519589	0.6594618155843346	0.6198154330223287
-65.6	0.958096919831518	0.6577764771768444	0.6204600092704347
-65.2	0.9581619444793907	0.6562239142923558	0.6211051709647246
-64.8	0.9581947860024498	0.6547947799175171	0.6217509181051977
-64.4	0.9582050787931264	0.65347876837094	0.6223963725225792
-64.0	0.9582009902739096	0.6522689293093631	0.6230429978323277
-63.6	0.958188916704134	0.6511566347204605	0.6236902085882603
-63.2	0.9581735020197326	0.6501349342609704	0.6243374193441924
-62.8	0.9581578441679759	0.6491961585866046	0.624984044653941
-62.4	0.958143788492917	0.6483338366881193	0.6256283281789554
-62.0	0.9581322395178903	0.6475407785552432	0.6262696844730522
-61.6	0.9581234487809865	0.6468112321797594	0.6269057717514968
-61.2	0.9581172565393483	0.6461389662194335	0.6275360045681055
-60.8	0.9581132794628786	0.645518947667076	0.628158626584328
-60.4	0.9581110457117459	0.6449461435154973	0.6287727596308885
-60.0	0.9581100840793987	0.6444162397585349	0.6293775255385126
-59.6	0.9581099762417915	0.6439254017240437	0.6299717534148317
-59.2	0.9581103815302958	0.6434700344068891	0.6305554432598472
-58.8	0.9581110428175537	0.6430467824689443	0.6311277169042828
-58.4	0.9581117806622393	0.6426534889071278	0.6316882816250473
-58.0	0.9581124812152524	0.642286798383314	0.6322371374221407
-57.6	0.9581130818120823	0.6419450332284389	0.6327742842955626
-57.2	0.9581135568127304	0.6416262761064306	0.6332991367991294
-56.8	0.9581139051649005	0.6413286096812167	0.6338122803790252
-56.4	0.9581141403645693	0.6410503562837344	0.6343134223121574
-56.0	0.9581142829423992	0.64078983824492	0.6348031480447105
-55.6	0.9581143552699152	0.6405460968967378	0.6352811648535921
-55.2	0.9581143783060494	0.6403174545701242	0.6357480581849861
-54.8	0.9581143698449829	0.6401034319310619	0.6362032425927087
-54.4	0.9581143438404887	0.6399021116434773	0.6366475962460352
-54.0	0.9581143104373315	0.6397134937073718	0.6370811191449657
-53.6	0.9581142764141715	0.6395361401206907	0.6375043967356842
-53.2	0.9581142458186219	0.6393695715494156	0.6379171362950982
-52.8	0.9581142206443499	0.6392128293255106	0.6383196305462997
-52.4	0.9581142014573277	0.6390654341149582	0.6387121722123807
-52.0	0.9581141879225274	0.6389266669167304	0.6390950540164329
-51.6	0.958114179213424	0.6387958087298005	0.639468568681548
-51.2	0.958114174307155	0.63867261988716	0.6398333016539097
-50.8	0.958114172179592	0.6385566210547897	0.6401883747642425
-50.4	0.9581141719200008	0.6384468535646546	0.6405352516280054
-50.0	0.9581141727856862	0.6383435570837634	0.6408733467990149
-49.6	0.958114174215348	0.6382457729440794	0.6412029530003625
-49.2	0.958114175816698	0.6381535011456037	0.6415246556782321
-48.8	0.9581141773403621	0.6380665020213261	0.6418384548326235
-48.4	0.9581141786486354	0.6379842962372293	0.6421443504635365
-48.0	0.9581141796846981	0.6379066441263039	0.6424429280171551
-47.6	0.9581141804455386	0.6378328266875228	0.6427344802165713
-47.2	0.9581141809600576	0.6377633232549047	0.6430187143386923
-46.8	0.9581141812726701	0.6376976544944308	0.6432959231066109
-46.4	0.9581141814319384	0.6376355807390923	0.6435666919665102
-46.0	0.9581141814834578	0.6375766226548714	0.6438307281952986
-45.6	0.9581141814660036	0.6375207802417675	0.6440889099622513
-45.2	0.9581141814100037	0.6374680534997812	0.6443403590980927
-44.8	0.9581141813376217	0.6374179630948942	0.6445862464951904
-44.4	0.9581141812637005	0.6373705090271065	0.6448259867073607
-44.0	0.9581141811970996	0.6373259309634269	0.6450601651807872
-43.6	0.9581141811422268	0.6372835099028289	0.6452887819154696
-43.2	0.9581141811003462	0.6372432458453123	0.6455121296345001
-42.8	0.9581141810707701	0.6372051387908764	0.6457302083378784
-42.4	0.9581141810516962	0.6371689490725134	0.6459433107486965
-42.0	0.9581141810409202	0.6371349163572311	0.6461511441438623
-41.6	0.9581141810362146	0.637102321644003	0.6463545866926519
-41.2	0.9581141810355953	0.6370714045998387	0.6465533456719723
-40.8	0.9581141810374432	0.637042404891746	0.6467471283587325
-40.4	0.9581141810405337	0.6370146035186988	0.646936812922208
-40.0	0.9581141810440088	0.6369884798147147	0.6471218139162151
-39.6	0.9581141810473229	0.6369635544457757	0.6473030095100287
-39.2	0.9581141810501724	0.636940067078891	0.6474801069805571
-38.8	0.958114181052432	0.6369175383800418	0.6476531063278013
-38.4	0.958114181054094	0.6368964476832475	0.6478223002748518
-38.0	0.9581141810552191	0.6368763156544892	0.6479876888217091
-37.6	0.958114181055909	0.636857142293767	0.6481492719683732
-37.2	0.958114181056257	0.6368389276010804	0.6483073424379362
-36.8	0.9581141810563671	0.6368216715764303	0.6484621929534895
-36.4	0.9581141810563303	0.6368056138868257	0.6486135307919412
-36.0	0.9581141810562113	0.6367900355312388	0.6487613559532917
-35.6	0.9581141810560556	0.6367751761766791	0.6489059611606325
-35.2	0.9581141810558998	0.6367615151571644	0.6490476391370552
-34.8	0.9581141810557531	0.6367483334716679	0.6491860971594687
-34.4	0.9581141810556342	0.6367356311201893	0.6493216279509642
-34.0	0.9581141810555424	0.6367238874367467	0.6494545242346339
-33.6	0.9581141810554785	0.6367126230873223	0.6495844932873855
-33.2	0.9581141810554344	0.6367018380719163	0.6497115351092191
-32.8	0.9581141810554105	0.636691532390528	0.649835942423227
-32.4	0.9581141810554005	0.6366819457101669	0.6499577152294087
-32.0	0.9581141810553986	0.6366728383638236	0.6500768535277643
-31.6	0.9581141810554022	0.6366639706844897	0.6501936500413859
-31.2	0.9581141810554096	0.6366558220061824	0.6503081047702732
-30.8	0.9581141810554169	0.6366479129948845	0.650419924991334
-30.4	0.9581141810554241	0.6366404833176049	0.6505299888738447
-30.0	0.9581141810554298	0.636633772641352	0.6506371255254373
-29.6	0.9581141810554351	0.6366270619650991	0.6507422131153873
-29.2	0.9581141810554389	0.6366205909558555	0.6508452516436947
-28.8	0.9581141810554417	0.6366145992806298	0.6509465338334519
-28.4	0.9581141810554417	0.636608847272413	0.6510454742384746
-28.0	0.9581141810554417	0.6366033349312055	0.6511423655818547
-27.6	0.9581141810554417	0.6365983019240158	0.6512372078635922
-27.2	0.9581141810554417	0.6365932689168261	0.6513302938067791
-26.8	0.9581141810554417	0.6365884755766453	0.6514216234114154
-26.4	0.9581141810554417	0.6365841615704828	0.6515109039544096
-26.0	0.9581141810554417	0.6365800872313296	0.6515987208819443
-25.6	0.9581141810554417	0.6365762525591849	0.6516844887478368
-25.2	0.9581141810554417	0.6365724178870407	0.6517687929982703
-24.8	0.9581141810554417	0.6365688228819053	0.6518513409101532
-24.4	0.9581141810554417	0.6365654675437789	0.651932425206577
-24.0	0.9581141810554417	0.6365621122056524	0.6520117531644503
-23.6	0.9581141810554417	0.6365589965345348	0.6520896175068644
-23.2	0.9581141810554417	0.6365561205304267	0.6521663109569116
-22.8	0.9581141810554417	0.6365532445263185	0.6522406626222246
-22.4	0.9581141810554417	0.6365506081892192	0.6523141361182621
-22.0	0.9581141810554417	0.6365482115191288	0.6523861459988405
-21.6	0.9581141810554417	0.6365458148490384	0.6524569849870523
-21.2	0.9581141810554417	0.6365436578459573	0.6525263603598046
-20.8	0.9581141810554417	0.6365415008428759	0.6525942721170983
-20.4	0.9581141810554417	0.6365395835068037	0.652661012982025
-20.0	0.9581141810554417	0.6365376661707316	0.6527265829545841
-19.6	0.9581141810554417	0.6365359885016684	0.6527909820347766
-19.2	0.9581141810554417	0.6365343108326051	0.6528542102226016
-18.8	0.9581141810554417	0.6365326331635419	0.652915974794968
-18.4	0.9581141810554417	0.6365309554944787	0.6529768611980589
-18.0	0.9581141810554417	0.6365295174924244	0.6530362839856907
-17.6	0.9581141810554417	0.6365283191573794	0.6530948286040474
-17.2	0.9581141810554417	0.6365266414883162	0.6531522023300367
-16.8	0.9581141810554417	0.6365254431532708	0.6532089906098428
-16.4	0.9581141810554417	0.6365242448182258	0.653264022551098
-16.0	0.9581141810554417	0.6365232861501897	0.6533187617692615
-15.6	0.9581141810554417	0.6365220878151447	0.6533720373719656
-15.2	0.9581141810554417	0.6365211291471082	0.653424434805395
-14.8	0.9581141810554417	0.6365201704790722	0.653475661346457
-14.4	0.9581141810554417	0.6365192118110361	0.6535263024413354
-14.0	0.9581141810554417	0.636518253143	0.6535760653669387
