Time	ABP	LCBFV	RCBFV
-78.0	0.06741172682284972	0.13853061528912347	0.17964262700180633
-77.6	0.15612652045881448	0.15642684833258924	0.21760211250916628
-77.2	0.2975677181095899	0.18858136377344614	0.27813104005950073
-76.8	0.4541929961230602	0.263945123208694	0.3921858889525289
-76.4	0.6022759326594176	0.43980391892776005	0.5831069588003683
-76.0	0.728842978426972	0.7032366523691076	0.7783427693063989
-75.6	0.8286774149961178	0.8688794420286046	0.8799619560475871
-75.2	0.9016965055123313	0.9077702130727783	0.9093011234786141
-74.8	0.9508399671791976	0.8875264722539233	0.9029887964896863
-74.4	0.9804938551142541	0.832075998282348	0.8755158756153567
-74.0	0.9954043304929681	0.74787950386877	0.8360234564080908
-73.6	1.0	0.6588343697531389	0.795372650937932
-73.2	0.9980295716085953	0.6067250576417758	0.7617909033641017
-72.8	0.9924249549652986	0.6042392881302412	0.7360295993706383
-72.4	0.9853119355764359	0.6256325952044639	0.7146105257555138
-72.0	0.9781062734164401	0.6439962378996702	0.6950561714904122
-71.6	0.9716492296567552	0.6510701397758885	0.677179071955992
-71.2	0.9663511315561246	0.6507550468358323	0.6617344308529791
-70.8	0.9623236563673749	0.648916786778913	0.6490906867916877
-70.4	0.9594907526201965	0.6485314189611495	0.6389546160905413
-70.0	0.9576746622991714	0.6496296682127927	0.6307622976848419
-69.6	0.9566577430203744	0.6511773498218814	0.6240410611087164
-69.2	0.9562231973496089	0.6524501422581626	0.6184973008789192
-68.8	0.9561788834733969	0.6532950750901563	0.6139408797644292
-68.4	0.9563685425469809	0.6538477951748387	0.6102049504360161
-68.0	0.9566743894794315	0.6542511402869007	0.6071299197961548
-67.6	0.9570143460368283	0.654568194386334	0.6045756666324258
-67.2	0.9573364377578013	0.6548100707096127	0.6024345228742511
-66.8	0.9576121506577112	0.6549777498364264	0.600628600981211
-66.4	0.9578299177351507	0.6550826718631457	0.5990998670996612
-66.0	0.957989407519589	0.655140852924692	0.597803268632692
-65.6	0.958096919831518	0.6551699434554648	0.5967002436117634
-65.2	0.9581619444793907	0.6551823641315249	0.5957598661017092
-64.8	0.9581947860024498	0.6551862864502809	0.5949546463823809
-64.4	0.9582050787931264	0.6551866133101765	0.5942639671636689
-64.0	0.9582009902739096	0.6551862864502809	0.5936698837671424
-63.6	0.958188916704134	0.6551866133101765	0.5931567423243842
-63.2	0.9581735020197326	0.6551889013294518	0.5927115615786582
-62.8	0.9581578441679759	0.6551931505081035	0.5923232692815712
-62.4	0.958143788492917	0.6551987071263401	0.5919823203914052
-62.0	0.9581322395178903	0.6552052443242671	0.5916810788747862
-61.6	0.9581234487809865	0.6552124352419861	0.5914130541033455
-61.2	0.9581172565393483	0.6552189724399131	0.5911729008537212
-60.8	0.9581132794628786	0.6552258364977357	0.5909568011092268
-60.4	0.9581110457117459	0.6552313931159732	0.5907601732498362
