LagList,Cost,Nu,Gamma,Correlacion
1,1,0.0625,0.5,0.458964914449207
0.0625,3,32,0.3,0.45894192789257
0.5,1,0.25,0.6,0.458939228777624
0.125,2,4,0.7,0.458883503798579
4,1,0.25,0.8,0.458676459486986
0.125,3,8,0.3,0.458587781860744
1,1,1024,0.4,0.458584386725112
0.125,2,1,0.5,0.458561206777381
0.125,2,8,0.5,0.458482705322001
0.25,1,0.25,0.5,0.458435566840423
2,1,64,0.8,0.458397123171824
0.5,1,8,1,0.458396861965205
0.125,2,64,0.4,0.458306883478205
0.5,2,2,0.9,0.458303641099253
0.5,1,1,0.7,0.458264176167109
0.0625,6,2,0.9,0.458204679506047
0.125,3,1,1,0.458153211202654
1,1,128,0.8,0.458106919122562
0.25,1,16,0.2,0.45808419474006
0.5,2,32,0.7,0.458036811475075
0.5,3,4,0.8,0.458023804177059
4,1,0.25,0.7,0.458004634551088
0.125,2,8,0.2,0.457986894626031
0.125,2,1,0.1,0.457981331508596
2,1,0.125,0.6,0.457970345051279
0.25,2,32,0.8,0.457912566334725
0.5,1,2048,0.4,0.457900136380553
0.5,3,4,1,0.457899648478038
0.125,2,1,0.7,0.457868201009411
0.5,3,4,0.9,0.45785719370266
0.5,1,0.5,0.8,0.457814736113121
1,1,0.25,1,0.45775758866091
4,1,4,0.5,0.457684975718541
0.25,2,4,0.8,0.457678201840634
4,1,0.125,0.3,0.457651653795285
0.25,1,16,1,0.457547899883628
0.25,3,512,0.7,0.457473589845275
4,1,0.25,0.5,0.457432049953636
0.5,2,32,0.4,0.457376298024396
0.5,2,4,0.3,0.45735795576231
0.5,1,1024,0.3,0.457273413112751
0.25,3,16,0.7,0.457249171834072
0.5,1,2,0.8,0.457221553987583
0.25,1,64,0.7,0.45718982938367
0.0625,3,2,0.8,0.457188204926273
0.5,1,256,0.2,0.457089953619556
0.25,1,4096,0.8,0.457079884834654
0.25,1,0.5,0.3,0.45707568188814
0.125,1,4096,0.7,0.457065914352623
0.25,1,128,0.6,0.456985082175367
0.0625,1,128,0.4,0.456963830742792
0.25,1,128,1,0.456956091895855
0.25,2,0.5,0.5,0.456949766345366
0.25,2,2,0.1,0.456942219209397
0.0625,2,16,0.4,0.456928731650157
0.0625,3,2,0.7,0.456856314091583
0.25,2,1,0.1,0.45685529193891
4,1,2,0.2,0.456747875127335
0.125,2,1,0.6,0.456738543284477
0.0625,3,16,0.5,0.456700056954069
0.5,3,4,0.7,0.456695412700963
0.125,1,256,1,0.456683353286558
0.5,1,0.0625,0.5,0.456597589881404
0.0625,2,16,0.5,0.456552232912959
0.25,3,0.25,0.8,0.456497500741972
0.0625,2,8,0.3,0.456463734631811
0.0625,3,4,0.8,0.456434256254605
0.25,1,64,0.9,0.456400391370523
0.5,1,0.125,0.7,0.456386064906597
0.25,1,256,1,0.456352513844684
0.125,1,8,0.5,0.456321961771629
1,1,0.25,0.9,0.456308178196693
0.0625,2,256,0.3,0.456290474652357
0.25,2,0.25,0.7,0.456164453313151
0.125,2,128,0.4,0.456087285562902
0.25,2,2,0.2,0.455983436913943
0.25,1,8,0.2,0.455978952921933
0.0625,2,4,0.1,0.455971767018806
1,1,64,1,0.455917980218072
1,1,1,1,0.455907716666098
0.25,1,4,0.2,0.455881924605191
0.125,1,1024,0.8,0.455812619090333
4,1,0.25,0.6,0.455794081334729
8,1,0.5,0.3,0.455777811332631
0.25,2,0.25,0.8,0.45576756468434
0.125,1,2048,0.7,0.455743973507884
0.5,1,0.0625,0.6,0.455685616630548
0.125,2,2,0.8,0.45566023973323
0.5,2,2,0.3,0.455645855084058
8,1,1,0.3,0.4556323179857
0.25,1,64,0.6,0.455631675366221
2,1,0.125,0.7,0.45553726107029
0.25,3,8,0.3,0.455505371058587
0.0625,6,2,0.1,0.455441869067699
0.25,2,4,0.2,0.455436097098345
0.0625,3,64,0.4,0.455402142105437
0.125,1,256,0.3,0.455298239463661
1,1,0.0625,0.4,0.455242283122988
2,1,64,0.2,0.455207967187218
0.125,2,512,0.3,0.455201872744165
0.0625,8,32,0.4,0.455107670618669
0.25,1,0.125,0.7,0.455072349877842
0.125,1,512,1,0.455057560549698
0.125,2,32,0.2,0.454947933277153
1,1,256,0.5,0.454946228914166
0.125,3,2,0.9,0.454923202472709
0.125,7,1,0.7,0.454892763418659
1,1,0.25,0.2,0.454864061818377
0.0625,3,16,1,0.454826567892347
0.125,1,256,0.2,0.45481840758856
0.25,1,64,1,0.454791152800034
0.25,2,8,0.8,0.454787100171018
0.5,2,8,0.3,0.454783830735113
0.25,3,4,0.8,0.454698656751808
0.25,1,4096,0.7,0.45448755674941
0.5,1,4,1,0.454310795338855
0.25,3,0.5,0.9,0.454289339950515
0.125,1,4,0.3,0.454064223544245
0.0625,3,64,0.3,0.454047070765449
0.0625,3,4,1,0.454046711333642
0.25,2,2,0.9,0.4539575538493
0.0625,1,128,0.3,0.453944412092511
1,1,0.0625,0.6,0.453925597339863
0.125,1,512,0.7,0.453897216543983
0.125,1,256,0.9,0.453869608317489
0.25,1,32,0.9,0.453867263697191
0.25,1,32,0.8,0.453819330993491
0.125,2,8,0.7,0.453789435639
0.25,1,0.125,0.6,0.453786250168783
0.25,1,0.5,0.7,0.453784716954663
0.0625,2,4,0.5,0.453761005920196
0.5,3,2,0.8,0.453690277708628
0.5,1,0.25,0.8,0.453667757114516
0.25,1,32,0.6,0.453657534525261
0.25,1,1024,0.9,0.453641568667019
0.25,2,16,0.8,0.453630099422865
0.25,3,2,0.8,0.453610486267719
0.5,1,512,0.6,0.453606774940297
0.0625,2,128,0.2,0.453589816709664
0.25,3,2,0.7,0.453563547844242
0.0625,2,32,0.2,0.453517101464902
1,1,0.125,0.8,0.45348792695035
0.125,1,2,0.4,0.453470852008639
2,1,64,0.5,0.4534098580121
0.25,1,2,0.2,0.453407383252646
2,1,0.125,0.8,0.45340003532391
0.125,1,1,0.6,0.453392277322576
0.5,3,0.5,0.9,0.453333667035643
0.25,1,256,0.8,0.453323549192089
0.125,3,2,1,0.453319059399917
0.0625,2,8,0.5,0.453291498387194
0.5,1,2,0.9,0.453270778757118
0.25,3,8,1,0.453244075191685
0.5,2,16,0.8,0.453222577839221
0.125,1,2048,0.2,0.453146469811764
2,1,0.0625,0.3,0.453136752408272
0.0625,7,64,0.5,0.453089964181091
0.25,3,8,0.9,0.453077314124192
8,1,1,0.4,0.453067264084461
0.5,1,0.5,0.9,0.453000752252491
0.0625,3,2,0.9,0.452995757542251
0.25,3,16,0.8,0.452979034400628
0.25,3,2,0.4,0.452939786161428
0.5,1,4,0.9,0.452872551637976
2,1,0.25,0.2,0.452812203006817
0.0625,2,8,0.7,0.452649380005604
0.125,2,4,0.2,0.452617303794098
0.0625,2,4,0.8,0.452609281980659
0.25,1,16,0.9,0.452560465466203
0.25,1,0.25,0.8,0.452553577165565
0.125,2,4,0.8,0.452492680646415
0.125,3,8,0.6,0.452426770088239
4,1,8,0.7,0.452341748995789
0.5,3,8,0.7,0.452332894030015
0.0625,1,64,0.5,0.452331167719595
0.5,1,128,0.6,0.452270264027432
0.5,1,2,1,0.452225885185332
0.5,1,1024,0.5,0.452208095912331
0.0625,7,1,0.8,0.452193287803855
0.125,1,512,0.8,0.45215909206184
0.25,1,8,1,0.452157452790098
0.25,1,16,0.1,0.452053096474792
1,2,2,0.6,0.452037718462515
0.5,2,1,0.9,0.45201209236834
0.25,5,4,1,0.451994553414144
0.25,5,4,0.8,0.451992209789992
0.125,2,1024,0.5,0.451985376032621
0.25,5,4,0.9,0.451965468630357
0.125,6,4,0.7,0.451965429142966
0.0625,3,8,1,0.451923857542425
0.0625,2,16,0.7,0.451921969079359
4,1,8,0.9,0.451911763421039
8,1,1,0.7,0.451899564590518
0.25,1,512,1,0.451879755016024
0.25,1,16,0.8,0.451846445784668
0.125,1,0.5,0.6,0.451838286130402
4,1,8,1,0.451830119672822
0.0625,2,4,0.3,0.451817984261659
0.125,1,2,0.6,0.451817760220753
4,1,0.25,0.2,0.451782504939118
2,1,0.25,1,0.451767490814577
0.5,2,64,0.4,0.451677790210941
0.25,2,64,1,0.45163499504347
0.5,3,8,0.9,0.451570691829101
0.25,1,32,0.7,0.451554503476426
0.5,3,8,1,0.45154643550855
0.0625,3,1,0.8,0.451540781319802
1,2,1,0.6,0.451482385544044
0.0625,2,8,0.8,0.451481923085883
0.125,2,16,0.5,0.451400386112336
0.0625,2,8,0.4,0.451389537977725
0.125,1,256,0.7,0.451282665065596
0.0625,2,2,0.5,0.451099968097726
0.0625,3,8,0.6,0.45102610112575
0.0625,2,32,0.5,0.451010922591518
0.25,2,64,0.9,0.450977977181144
1,2,1,0.7,0.450948611001865
0.0625,2,128,0.4,0.45093971947559
0.0625,3,1,0.9,0.450913856557298
0.5,2,0.25,0.6,0.450889865138934
0.125,1,0.5,0.5,0.450850475005269
0.25,1,32,1,0.450825065067554
0.25,1,0.5,0.8,0.450809982025083
0.5,2,0.5,0.4,0.450710502754193
0.125,1,2,0.5,0.450699273475564
0.0625,1,4096,0.9,0.450633609273184
0.125,1,1,0.4,0.450577053144981
0.125,2,0.5,0.8,0.450563258268363
0.0625,2,8,0.6,0.450507203407403
0.5,3,8,0.8,0.450472893289385
0.25,3,4,0.7,0.45041498422956
4,1,8,0.8,0.450348779874153
0.25,1,0.125,0.5,0.450347244354066
0.25,1,512,0.9,0.45033100407244
0.0625,3,32,0.2,0.450330398343111
0.25,1,8,0.1,0.450273119624524
0.0625,2,2,0.1,0.450235560319241
0.5,1,1,1,0.450199289422286
0.25,1,64,0.8,0.450187240569888
0.0625,5,256,0.7,0.45017665092144
0.5,1,0.125,0.8,0.450140186380013
0.5,3,2,0.9,0.450068898047249
0.5,3,2,0.7,0.450028541573364
0.5,3,2,1,0.450007360087337
0.125,2,1,0.3,0.449967592676002
0.5,2,2,1,0.449963743470253
2,1,128,0.6,0.449946679384695
0.25,1,1,0.7,0.449910091709721
0.0625,3,16,0.3,0.449909796617415
0.5,2,512,0.3,0.449891140779016
0.5,1,1,0.9,0.44987029482493
0.0625,2,16,0.2,0.449858214822078
0.125,3,1,0.9,0.44985094770587
0.125,1,1,0.5,0.449768879435848
1,1,0.0625,0.7,0.449752597094501
4,1,8,0.4,0.449745144494179
0.125,1,2,0.3,0.449730534035499
0.0625,7,1,0.7,0.449721442312097
0.125,2,0.5,0.6,0.449701766028302
0.25,1,8,0.9,0.449676416994437
0.125,2,0.5,0.7,0.449671962394021
0.0625,2,256,0.4,0.44964746210894
0.25,1,1,0.1,0.449637638107498
0.5,1,0.125,0.3,0.449621371459631
4,1,8,0.3,0.449604226480131
1,2,1,0.5,0.449592247934055
0.125,2,512,0.4,0.449574659256394
0.5,2,1024,0.3,0.449564493971112
0.0625,2,4,0.6,0.449461284893907
0.125,3,4,0.8,0.44944177155628
0.25,1,1,0.2,0.449404300477181
0.125,2,2,0.9,0.44931225860504
0.125,1,1,0.7,0.449306680577466
0.25,1,8,0.6,0.449222702786275
0.0625,2,4,0.4,0.449210165478817
0.5,2,1,1,0.449198992585949
0.125,3,8,0.5,0.449192671809404
0.25,1,1,0.8,0.449180223910009
0.5,1,0.5,0.1,0.449103778490283
0.0625,1,256,0.4,0.449094609158588
0.25,2,1,0.3,0.449033404102017
0.125,1,512,0.2,0.448963428199834
0.125,1,1024,0.2,0.448947075283635
0.125,2,4096,0.5,0.448904570559402
0.0625,3,4,0.9,0.44883494673559
0.25,1,256,0.7,0.448788765201502
0.125,1,128,0.9,0.448751159118039
0.25,1,256,0.9,0.448736150138641
0.125,5,16,0.8,0.448727181646332
0.25,3,0.25,0.9,0.448718409677599
0.125,2,8,0.6,0.448707077310679
0.5,1,0.0625,0.7,0.44870663679551
0.25,1,128,0.9,0.448696164907325
0.125,3,4,0.4,0.44862911747016
0.125,7,1,0.6,0.448622539224463
0.0625,2,64,0.2,0.448534637924951
