<<<<<<< HEAD
<<<<<<< HEAD
VFSCd	VFSCi	PAMn
69.32000000000004	55.990000000000045	81.01000000000005
68.80619755505408	54.209451416003574	79.8001025591696
67.16365619733016	53.25617239710692	79.40052176571535
68.04529589668184	53.67957040013086	79.05383863662145
68.03000000000002	52.930000000000035	78.72000000000003
67.6775969300309	52.181542729938954	78.8150635066255
67.42747206307959	52.1837206543691	80.50603116352922
67.37441416395474	52.73016591242218	82.55777881476419
68.40000000000006	53.700000000000024	82.82000000000005
68.11615113644515	53.530053777064055	82.81716556419107
66.64931927621927	52.41646576166432	83.0129563981778
65.06295510173265	51.70457269444758	81.96017853457845
62.79000000000002	51.50000000000003	81.36000000000001
61.67254183581358	51.07154909841612	81.65049184047268
60.90011240296934	49.74400925799297	80.88023157801216
59.77398572353861	49.14006205580631	80.78047696658928
60.990000000000016	50.030000000000015	82.65000000000003
62.275285198448174	50.621824600231726	83.63110859585403
61.19557249840386	50.93829718313214	82.8404170680559
59.836766853321706	50.54333035374851	81.62173031850917
58.84999999999998	48.670000000000016	80.19999999999999
58.47717168941342	48.045112912689774	79.50906077245111
58.72426058719123	49.308538996703795	80.22834008428121
58.98740982834017	50.000885308835684	81.06455809731844
59.59000000000004	50.030000000000015	81.1
59.411651506979815	50.126959889746644	80.44243966287637
58.45912508963205	50.175953562668596	79.59594398770903
58.33956034736772	50.28300475857172	78.90945762083558
58.49000000000005	50.62000000000002	78.36
59.2145723737858	51.355389623658326	78.65939918559957
61.211346176920216	52.3161027067726	79.6219622672391
62.75528771163711	53.16460524041409	79.97773179512143
62.86999999999999	53.64	79.94999999999999
62.095037592947094	53.71589243200322	79.43723369375192
61.3037332876306	53.561243876568426	78.31008045822338
61.43921321648503	52.88987333864377	77.82317797907776
62.61	52.540000000000006	77.41999999999999
63.78184414638222	53.42112649274623	77.00577803335278
64.03281620197015	54.15703353666817	78.17188747391658
64.73048596699276	54.75287566811878	79.54722635163594
66.42000000000002	55.699999999999996	79.79999999999995
66.7415445314159	55.29950628085391	80.01090570784476
66.03879532246944	54.52336239909623	80.44456821014369
66.11611324385059	54.77323321109493	81.1249890163528
66.34	54.43000000000001	81.74999999999997
66.79044930127704	54.25803685842324	82.39378936379191
67.41673623693747	55.00383994251108	83.84351766924236
67.24028343333703	54.48589997708956	84.1875839188391
66.48	53.31	82.90000000000003
65.08880407349946	52.84019331521376	82.49432654226621
63.50957734654473	51.81903954678249	81.97493515914351
62.46576922274724	50.75840562638664	80.40606867346426
61.289999999999964	51.11999999999999	79.92000000000002
60.524105802507655	51.5459517255035	80.0950179763826
60.66074042265669	50.883617850460844	79.57740562596229
60.44338430927443	50.48260136666538	78.69560531375177
59.84000000000001	50.58000000000001	77.72000000000003
59.65651170008358	50.11096414010499	77.19709818186817
60.26917737981936	50.23364435589856	77.0703309939455
61.550371235488356	51.471030442867516	76.95058534279933
62.670000000000016	52.02000000000001	77.67999999999999
63.43277621650553	52.23178134755126	79.12356867748275
63.846767222425214	53.00927163469473	79.83676086351011
64.10149494742197	53.52101903446936	79.79581594267144
64.76999999999997	54.14999999999999	80.02
64.86364572720824	54.896031932194035	80.20810146908217
64.1590757751776	54.74827279623196	79.73439837786607
64.24315786922799	54.33280349731464	79.76932855992382
64.91999999999994	54.199999999999996	80.97999999999999
65.33981715203598	54.37146579001766	82.2730758346392
65.06107041345143	54.401272509629024	82.93649022580834
63.48155996792862	53.085902989214794	82.71972019860007
62.079999999999984	51.949999999999974	82.28999999999996
62.13841013105438	52.227239939551566	82.49180109966862
62.40627462813666	51.783128733665535	82.3693285291627
62.55930502181793	51.380639740812434	81.99960673412842
63.059999999999974	52.45999999999999	82.20999999999997
63.316497966128594	52.709708697359595	81.83065336925605
63.19728228647631	52.018771670765645	80.76650010919386
62.9352710712349	51.66762934280045	79.84525983390083
62.57999999999999	51.06	78.77999999999999
62.40337847743619	50.743296304041706	77.87676967145052
62.509856853318084	50.95829838354178	77.23593039018968
63.30098229099147	51.58051582961505	77.0707179396736
64.70999999999997	53.09999999999998	77.86000000000001
65.43949921762986	53.94129542677527	78.0537889632421
65.7514931189225	53.99519561638048	77.55585239405787
66.59232204304698	54.714432081620856	78.00754286671739
66.86999999999999	54.78999999999998	78.32
66.95989961065317	54.76526182584925	78.29609084133422
68.41368466599152	56.05033953390952	79.3704794309246
69.87113898290694	56.48305380315985	80.09041140985252
70.32999999999996	56.22999999999997	79.63999999999996
70.45785626464611	56.997926863227164	79.54402513143981
69.84678976166754	57.23100941940706	79.4734564926618
68.916088097303	56.580208501837774	78.77458900860971
68.76999999999995	56.44999999999997	78.6
69.20554960643227	56.66589993693539	79.20106493420286
69.66317102502816	56.52537844626264	79.50207652940406
69.41225141108592	55.89671049871936	79.12246080662248
68.96999999999994	55.53999999999998	78.63
69.33179855803209	55.85337005889318	78.49120723402217
68.929372259727	55.90914679860184	78.11886222462387
67.6486334372046	55.74798938399869	77.36367326148829
67.70999999999998	56.10999999999997	77.80000000000001
68.23436521918629	56.36326111184952	79.11353430816776
