VFSCd	VFSCi	PAMn
75.39000000000001	70.27000000000005	67.34000000000006
76.42993381602727	69.93992534655655	67.1834113949423
76.25777844946917	69.6144898076872	66.78603106567495
79.05026484070481	72.6630990349196	67.80399298770635
78.99412684247545	72.98323365243189	67.7619614907611
78.32264642852775	72.54588582737215	67.18284442349544
78.14988876196342	72.65101003862596	66.39679339143555
76.63016733218961	70.8581613901793	64.95676568767583
75.54482828888041	69.44447204314139	63.469876817043136
74.8751426699262	69.02483713885836	62.12831964504621
75.37729554173511	69.43965779768037	62.064773049772164
77.95923426334721	71.98740587703941	63.64310105327002
80.77380635560232	74.97430448393288	65.72748058514287
83.19900483071899	77.2925507738991	68.10897029754702
84.69658148976123	79.5955721793075	70.00768048243533
85.46775407264502	81.3891237237398	71.03256285388265
86.29291496538997	81.34541486887024	72.03579661627778
86.56217221837568	80.06098290390457	73.28801956735595
88.26894991953479	81.5105488032026	76.00787850231718
91.83057264281902	85.69662153789656	80.09544196073081
93.28279037636428	87.7848419415521	82.80290241014356
92.42715750973029	87.00728286819945	83.84236903685165
91.24683422209179	85.0868147464091	83.99194028909835
89.22603087139433	83.10350396319025	82.7809720732187
86.78049003656234	81.52834423766957	80.89967242107527
85.5091181132071	78.85874023203898	78.72825830258415
85.09705989701214	76.24684741486462	76.65815191850092
84.30412253338477	76.10289320208943	76.24759272819979
83.97427838450521	76.93461505557615	76.92743619202955
84.0777518868714	77.24209651751558	77.02726265067211
82.25981979715671	76.12383748744126	76.24458359893201
79.62145784299506	73.44530982077578	74.42710921962214
77.60625095682708	70.94424521847716	71.82376654591208
74.09289630912967	68.14723132199735	69.06264956846759
70.17422801618326	65.49173834926799	66.57621462114642
68.7971123464107	65.15911398404383	65.06425318383066
69.57606922416008	65.79165635680899	64.7718082947513
71.4973840223804	66.78179275908403	65.53491311502489
73.98823076725434	68.6416221522382	66.94019277714385
76.67934882593487	70.26544291386188	68.14437331377424
79.04076351959438	72.61602988603958	69.26893529225798
80.09848552490199	74.60621160480454	70.28489068768953
80.2355857205364	73.65226605969902	70.19287392841294
80.38061408334825	73.31795807727123	70.10787940836906
81.74263994360145	75.61540033370174	71.83039458897392
84.42996533130271	76.75472643230215	74.11924895601274
85.12510502995966	76.36728768679944	75.15743507042477
82.99658742113726	76.42453554197812	75.02560298413664
80.84267215463146	75.49770858842056	74.12273449456792
79.05283985814012	72.41991904077585	72.45508762921037
77.5425770850719	69.67410399083778	70.55324954654255
77.13871673599351	69.70609054728763	69.70060833749983
78.02736747486112	71.57181794198225	70.5643344353504
80.17021821423609	73.3057634841077	72.16359975638575
81.55095011668985	74.01097750830817	73.18971784321884
80.97549065077956	73.49192187171796	73.25024232838555
79.9847605922118	72.3246778926037	72.35599385366405
78.13602299038344	70.60430673166361	70.53980673573614
75.63686522470122	68.57406743057867	68.54519852836319
75.58456472766666	68.27565970338978	67.97620814087355
77.76023783428396	69.98554540303593	69.2370022007095
79.30865934731472	71.34458409520181	70.59257009621604
79.68230461181896	71.72962464617946	71.11367004807536
79.44301053038619	71.76238261065885	71.59632206249367
78.46897171495792	71.02952354980879	71.86387177144148
76.4589545567632	69.26048710563965	70.96664176903778
73.3353383958654	66.63716193725983	69.0246035538269
70.08865742792808	63.801551685513786	66.70249550097381
68.48745322492863	62.17624907022702	64.61852185744836
68.71987299721448	62.3428168802075	63.375430071927305
70.1328513671699	63.924594730608376	63.52121807017282
72.68500492372164	66.38486427301144	65.09254936151919
74.61664741051932	68.01596647171024	66.53295587457619
74.28227802646471	67.7609415187158	66.27735122019982
72.76103789685848	66.72356234375954	64.98427413286198
70.75100147019855	65.46457287193708	63.68721208220653
69.54265460741037	64.77520822547481	62.85280008706534
71.43001784576074	66.4141861078941	63.575474376162155
75.0767074468058	69.54249010703668	66.09398943968053
77.80180811914602	72.19612892108356	69.0084009138422
79.07378698355687	74.02086378187263	71.00382400848825
79.11824002191564	74.85017910383681	71.743477933809
78.78255781752162	74.86460563836788	71.85520590044882
78.75652923363332	74.65241828727112	72.2300830529811
79.52828131470329	75.3170608913653	73.73968489756075
81.88628637154929	77.91753658239018	76.82412491274086
84.51271767388482	80.21480770973548	79.89255642347665
84.87808665793786	80.23724423001093	81.31296490079049
83.09817281296795	79.87148196198922	82.00679168331231
81.5699837786762	79.33076006420214	82.54414366922511
80.68810253649093	77.15459859725914	81.9517071824499
78.53467816631442	73.87606960378716	80.07157340045741
75.41471110217174	70.37151700296049	77.4110517879677
72.44304083794452	67.70137131872174	74.66636146731099
69.95800842035126	66.45623477903976	73.01324878810374
69.88216489190059	66.19839147625875	72.98544243620633
70.87475734816115	66.4916931080373	73.20208893329769
69.72347222895073	65.59596642158903	71.80173775561724
68.10708797134004	63.56125729118115	69.66816659977341
66.36067258259236	62.49296214692245	68.26046563057423
64.21204818636015	61.60355069307739	66.80892040679956
65.81207834099291	62.194878963664614	66.6110503275499
70.58283601932607	66.3401647280342	69.42309473966557
74.22119243782075	69.53049034650965	72.34914728207966
76.13516998287385	70.31128361268281	73.62067090036999
75.79743781630978	71.38544239178363	74.32725059362599
73.8886979105344	70.51039734700015	73.73005296533293
72.7850813346831	68.6452033217801	72.7080065988419
72.55342999953116	69.81957848858323	73.556957325154
73.62951736575003	71.94723487115908	75.32729330118175
75.50741985599849	73.67765891395531	76.9769035544737
75.46012574503838	75.34396293671159	78.40754521180081
74.39369378572081	74.7567685962596	78.50650371587585
74.00120125734675	72.5826556918198	77.14757844316199
71.95103851735487	70.19212788168363	74.83933860689496
67.90368785864013	67.27366254836754	71.8807344537075
65.42883603973274	65.45182653381065	69.45326935182781
65.61277988658276	65.38131191398423	68.4887309739028
67.15935569673938	66.7024492237645	69.05375427685047
69.59337886069835	69.09065245276494	70.51242042037568
71.34795064004084	70.26560366990282	71.56206393765662
71.39853249934177	70.12471353737516	71.5223748323638
70.4380734412515	69.39177706469634	70.25169935998149
67.62786728058461	66.47386196918737	67.8680610507349
63.96269781530615	62.981819012372966	65.13172556541554
61.783931025709826	60.93939785942447	62.48278457680221
60.40933151463713	59.34784646676758	60.547060576742005
61.30839774173196	59.55216077467821	60.48915349221576
65.07445743043066	62.41776676241683	61.997020267647066
67.24366767971553	65.39446511566717	63.69895840870595
68.06786735827585	66.84596749474431	64.7862200387337
69.79740735467415	66.60016212180956	64.65275822155658
69.78259764168689	65.3835057163893	63.254607419351544
67.7559392039513	63.86730268480229	61.544186047871115
66.50750496391775	62.601223195303966	60.491968646422066
67.89169072284294	64.0654064929636	60.88057601201093
72.23541306202392	68.8141583323999	63.253643861663605
77.01237245955178	73.77198327976387	66.81472138842655
79.82064598493854	76.67313488255091	69.77715125755198
79.8884405434437	76.91902992693684	71.06540094165891
77.94666423664422	75.39143927367152	70.70144102848377
76.0275721702879	73.0918174632327	69.39433491966032
73.63233878741075	70.17951744506	67.84685257260756
71.48165188741882	68.45526881723062	66.67274566846469
72.42134857889027	69.0338504920064	67.24473443419835
74.25618391696626	70.85354911837078	69.62410086300295
74.91604246956038	72.64218203913168	71.40058927915713
75.10764170905509	72.32382194249573	71.63684244819248
73.57929119073115	70.4797178731024	71.06098676436045
71.3827882313542	69.21676486600563	69.63515563314317
70.51334588931164	67.43278547166486	68.33055133654358
70.53135359946852	66.83295514567739	68.4122774457009
71.55992955031316	69.31494701702641	69.29030354554266
72.0764244339336	70.19372796997928	69.82295563898397
71.10990423792893	68.17000367914285	68.9690230175192
70.36618974079818	66.67395045934249	66.99258198059985
69.45296966356246	65.719224827825	65.61715879864641
69.22711350970515	65.52234155194034	65.46463060827175
71.70364274496265	67.52999390422552	66.65181143620418
75.04832160693466	70.88371181819392	68.89906370731671
77.72703447888027	73.79719790607982	70.5335057081744
78.89874174202899	74.68744119303103	70.93931473138117
77.41565688956894	73.28956784232817	70.33906607821979
75.15630733632445	70.81686853167655	68.64338271609654
73.86204016872772	68.78839241926858	66.92325568445446
73.65200172128812	68.48856060917855	66.29366642641652
74.9930383293742	69.80578743714842	67.14452087568276
76.82999051062298	71.8081706420026	68.96808260422557
77.16851740496398	72.71530105282918	69.75456171857378
75.50812063970197	71.0888201950362	69.08565246519782
73.46657306360433	68.95659922545316	68.10100568423887
72.53944767942073	67.39245634043567	66.63732551070686
71.74258412215015	65.50924060489821	65.13888344779174
71.62467242395758	65.67840246353256	64.96460208244753
74.35070351387625	68.5557090072664	66.49840767399272
77.85639392951556	71.04540967456886	69.01796239575226
79.14385202491938	72.30793125769493	70.77352731561857
79.1270218901552	72.67742372255675	71.4149436976009
79.26643546459012	72.46899333721994	72.01545689488253
