Time	ABP	LCBFV	RCBFV
-78.0	0.06741172682284972	0.12728034288587686	0.10313453215384305
-77.6	0.15612652045881448	0.13777462752792768	0.12009812150734511
-77.2	0.2975677181095899	0.15412954111470212	0.1435512621276196
-76.8	0.4541929961230602	0.1851673721536029	0.18478235519445274
-76.4	0.6022759326594176	0.24243214333202756	0.26482422322797294
-76.0	0.728842978426972	0.3306986277498076	0.4062046049133645
-75.6	0.8286774149961178	0.43571886945505023	0.5869448521606184
-75.2	0.9016965055123313	0.5285351646783578	0.728509985576836
-74.8	0.9508399671791976	0.5882474327445122	0.7978846126335757
-74.4	0.9804938551142541	0.6134326323514472	0.8174978751584003
-74.0	0.9954043304929681	0.6134684921667093	0.8077593226786304
-73.6	1.0	0.5986973440899792	0.7768341835317294
-73.2	0.9980295716085953	0.5769154731373032	0.7288588306492709
-72.8	0.9924249549652986	0.5531179709857392	0.6697650387892127
-72.4	0.9853119355764359	0.5301449866009289	0.6076062931837121
-72.0	0.9781062734164401	0.5094190453163758	0.5493099620982593
-71.6	0.9716492296567552	0.4915167420033866	0.49852483352805965
-71.2	0.9663511315561246	0.476530693019364	0.4562817141440849
-70.8	0.9623236563673749	0.4642875329264937	0.42247778150910564
-70.4	0.9594907526201965	0.45447922849151423	0.3966240421602092
-70.0	0.9576746622991714	0.44674279582899823	0.3779753855590977
-69.6	0.9566577430203744	0.44071138128928355	0.36554373033976706
-69.2	0.9562231973496089	0.43604728344662647	0.35818863951574587
-68.8	0.9561788834733969	0.43245356239191013	0.35474455737731425
-68.4	0.9563685425469809	0.4296833271668161	0.35413184833353384
-68.0	0.9566743894794315	0.4275376718895676	0.35542886652008043
-67.6	0.9570143460368283	0.42586000010070757	0.35789777878576734
-67.2	0.9573364377578013	0.4245324129831509	0.3609869122367675
-66.8	0.9576121506577112	0.42346564797516395	0.36430704403990655
-66.4	0.9578299177351507	0.4225954669904146	0.36760135285652495
-66.0	0.957989407519589	0.4218756908423411	0.3707177178205825
-65.6	0.958096919831518	0.4212732975427893	0.37357444439290743
-65.2	0.9581619444793907	0.4207645525377708	0.3761400754808304
-64.8	0.9581947860024498	0.420333202817492	0.37841296780339206
-64.4	0.9582050787931264	0.41996609118354655	0.3804090846613488
-64.0	0.9582009902739096	0.41965444617033043	0.3821519014969921
-63.6	0.958188916704134	0.4193900122808052	0.3836681803145323
-63.2	0.9581735020197326	0.4191665978921919	0.38498491787260347
-62.8	0.9581578441679759	0.41897852735027596	0.38612676338561114
-62.4	0.958143788492917	0.41882089895369123	0.38711554901488476
